Rank,Title,Author,Publisher,Publish Date,Sale Price,Original Price,Discount Rate,Sale Index,Review Count,Rating,Detail Link,Description
451,예제로 배우는 C++ STL,"빌 와인먼, 유동환",영진닷컴,2025년 04월,29700,33000,10%,588,11,9.5,https://www.yes24.com/product/goods/144980037,"이 도서는 최신 C++20 표준을 기반으로, 표준 템플릿 라이브러리(STL)를 실무에서 효과적으로 활용하는 방법을 안내하는 실전 중심의 활용서이다. 단순한 문법 설명을 넘어, 실제 개발 환경에서 마주할 수 있는 문제들을 다양한 레시피 형식의 예제를 통해 해결하며, STL의 구조와 작동 방식을 정확하고 체계적으로 설명한다.
컨테이너, 알고리즘, 반복자, 람다 표현식, 유틸리티 클래스 등 STL의 핵심 요소는 물론, C++20에서 새롭게 도입된 기능까지 폭넓게 다루며, 동시성 프로그래밍, 메모리 관리, 문자열 처리와 같은 고급 주제도 함께 소개했다. 이를 통해 기초를 다지고 싶은 입문자부터, 실무 적용에 고민이 많은 개발자, 모던 C++ 스타일을 익히고 싶은 숙련자까지 모두에게 실질적인 도움을 줄 수 있도록 구성되어 있다. STL을 제대로 활용하고 싶지만 막막했던 분들, 최신 C++ 표준을 기반으로 더 나은 코드를 작성하고 싶은 분들에게 이 도서가 가장 빠르고 확실한 길잡이가 되어줄 것이다."
452,된다! 업무에 바로 쓰는 구글 활용법,이광희,이지스퍼블리싱,2025년 04월,18900,21000,10%,4020,18,10.0,https://www.yes24.com/product/goods/144253147,"‘직장인을 위한’ 한 권으로 끝내는 구글 활용 입문서!
지메일, 구글 캘린더, 구글 드라이브, 구글 스프레드시트, 사이트 도구까지! 13가지 구글 앱 완전 정복
2025년 최신 내용 반영 완료! 실무에서 바로 써먹는 구글 기능만 쏙쏙 골라 배우자!
『된다! 업무에 바로 쓰는 구글 활용법』은 디지털 전환 시대에 꼭 맞는 구글 앱 활용 입문서이다. 크롬 설정 방법부터 지메일, 구글 문서, 스프레드시트, 프레젠테이션, 드라이브 등 무료 협업 도구 13가지를 활용해 온라인 실시간 동시 작업 및 공유하는 법, 구글 캘린더로 팀원 일정까지 확인하는 법, 구글 미트를 통한 비대면 회의 진행법, 크롬 브라우저 보안 강화 방법까지 폭넓게 다룬다. 구글에서 자주 쓰는 61가지 기능을 누구나 쉽게 따라 할 수 있도록 친절하게 설명한 것이 특징이다. 또한, 오피스 프로그램 전문 강사이자 스마트 워크 컨설턴트로 활동하는 ‘더피처피티’ 이광희 대표가 직장인을 대상으로 강의한 경험을 바탕으로, 업무 능력을 높이는 핵심 포인트를 콕 집어 설명한다.
이번 2025년 개정판에서는 최신 구글 워크스페이스 업데이트 내용을 반영해, 더욱 효율적인 스마트 워크 방법을 소개한다. 변화하는 업무 환경에 맞춰 새롭게 추가된 기능과 실무 활용법까지 상세히 담았으니, 스마트하게 일하는 방법을 배우고 싶다면 지금 바로 시작해 보자!"
453,한 권으로 끝내는 아두이노 입문+실전 (종합편),"서민우, 코코랩스",앤써북,2025년 03월,19800,22000,10%,2814,1,10.0,https://www.yes24.com/product/goods/143539772,"『한 권으로 끝내는 아두이노 입문+실전 (종합편)』은 약 380쪽의 분량에 쉽고 단계적으로 130여개의 단계별 초수/중수/고수/실전 프로젝트 만들기까지 시작은 쉽게 그러나 끝은 프로그래밍 실력을 갖출 수 있도록 전면 개정판으로 출간되었다. 이번 전면 개정판은 아두이노 프로그래밍에 초점을 맞춰져 있다. 그러기 위해 하드웨어 구성은 비교적 단순하게 하였다. 스페셜 페이지를 두어 아두이노 프로그래밍에 필요한 C/C++ 언어적인 요소를 강화했으며, 독자 여러분이 직접 작성한 아두이노 스케치를 재사용하기 위한 라이브러리 제작법을 소개하였다. 또, 시각적인 재미와 프로그래밍의 실력을 더할 수 있도록 네오픽셀 모듈을 도입하였다. 이 책의 실습에 사용되는 부품은 부품형 키트와 통합 보드형 키트 두 가지 중 선택해서 진행할 수 있게 구성하였다. (책 실습 관련 전체 부품과 키트 관련 내용은 23~25쪽을 참조한다.)"
454,"UX/UI 디자인 완벽 가이드: UI, 인터랙션, 프로토타이핑 편","조성봉, 이정은",위키북스,2025년 03월,25200,28000,10%,432,2,10.0,https://www.yes24.com/product/goods/143343835,"디지털 제품의 성공을 이끄는 UX/UI 디자인의 완벽한 로드맵을 만나보세요!
디지털 시대의 필수 역량, UX/UI 디자인의 모든 것을 담았다. 사용자 중심의 UI 설계부터 매력적인 인터랙션 구현, 효과적인 프로토타이핑 기법까지 체계적으로 다룬다. 초보자부터 전문가까지, 실무에 바로 적용할 수 있는 UX/UI 설계 노하우와 최신 트렌드를 다양한 사례를 통해 배울 수 있다. 훌륭한 UX를 위한 동기 부여와 행동 뒷받침 원칙, HCI, 게슈탈트 원리, 그래픽 디자인 요소 등 이론적 기반도 함께 제공하여 실무 적용력을 높였다. 피그마를 활용한 UX/UI 설계 실습은 단계별 예제를 통해 누구나 쉽게 따라 할 수 있도록 구성되어 있다. 이 과정을 통해 디자인 원리를 실제로 적용하는 방법을 익히고, 동시에 업계 표준 도구인 피그마를 능숙하게 다룰 수 있게 될 것이다."
455,레트로의 유니티 6 게임 프로그래밍 에센스,이제민,한빛미디어,2025년 02월,59400,66000,10%,4098,72,9.8,https://www.yes24.com/product/goods/142763143,"최고의 유니티 마스터 레트로가 알려주는 가장 친절한 유니티 게임 개발 튜토리얼
유니티 입문서의 절대 강자 『레트로의 유니티 게임 프로그래밍 에센스』가 유니티 6에 맞춰 더욱 강력해진 3판으로 돌아왔다. 이 책은 유니티의 핵심 개념부터 실전 프로젝트까지 게임 개발의 전 과정을 체계적으로 학습할 수 있도록 구성되었다. 특히 입문자도 쉽게 이해할 수 있게 친절한 설명과 풍부한 예제를 담았다. 단순히 유니티의 기능만을 배우는 것이 아니라 다양한 장르의 게임을 직접 만들어보면서 유니티 엔진과 C# 프로그래밍을 자연스럽게 익힐 수 있다. 또한 반드시 알아야 할 기초 개념뿐만 아니라 애니메이션, 네트워크, 모바일 빌드 등 실무에서 활용하는 핵심 기술도 빠짐없이 다루어 탄탄한 개발 실력과 실전 감각을 키울 수 있다. 유니티를 제대로 배우고 나만의 게임을 만들고 싶다면 『레트로의 유니티 6 게임 프로그래밍 에센스 3판』과 함께 게임 개발을 시작해보자."
456,교실에서 바로 쓰는 챗GPT 교사 활용법,유수근,앤써북,2025년 01월,17820,19800,10%,3123,22,9.9,https://www.yes24.com/product/goods/141310358,"교사을 위해, 교사가 직접 집필한 챗GPT 교사 활용 비법서
챗GPT & 생성형AI로 수업과 업무 두 가지를 한번에 해결할 수 있다!
ChatGPT를 활용해 교사들이 디지털 기반 교육에서 학생 중심의 학습 환경을 효과적으로 설계하고 실현할 수 있도록 돕는 구체적인 방법과 실천 사례를 제공한다. 이를 통해 학생 참여도와 학습 효과를 높이는 것은 물론, 교사의 업무 효율성 향상에도 실질적인 도움을 줄 수 있다.
이 책은 ChatGPT와 생성형 AI를 단순한 도구로 사용하는 데 그치지 않고, 학생의 배움과 성장을 중심에 두어 AI에 대한 통찰과 연구를 통해 수업 및 업무 효율성을 극대화할 방법을 제시한다. 또한, 교실 수업 현장에서 이를 어떻게 적용할 수 있는지 구체적인 방법을 실전 사례 중심으로 설명하고 있다. 뿌리샘 유수근 작가가 교직 현장에서 직접 시도해보고 얻은 챗GPT & 생성형AI 활용 노하우를 함께 따라해 보면 어느새 교실의 수업 현장에 챗GPT를 어떻게 적용할 수 있는지, 학교 교육의 실질적인 변화와 교사의 업무 효율성이 200% 이상 높아지는 것을 체감할 수 있을 것이다. 지금 바로 챗GPT를 교실에서 활용해보면 어떨까?"
457,누구나 아는 나만 모르는 엑셀,이성원,한빛미디어,2024년 11월,15300,17000,10%,6102,37,9.7,https://www.yes24.com/product/goods/139798543,"이보다 쉬운 엑셀 책은 없었다!
IT 교육 크리에이터 ‘누나IT’가 알려주는 엑셀 왕초보를 위한 ‘진짜 쉬운’ 엑셀 도서!
정말 쉽고 친절한 엑셀 도서를 찾으시나요? 기존 엑셀 도서가 직장인의 업무 능력 향상에 초점을 맞췄다면, 《누구나 아는 나만 모르는 엑셀》은 처음 엑셀을 배우는 분을 위한 책입니다. 셀에 내용 입력하기, 단축키 사용법 같은 기초 내용부터, 합계나 평균을 계산할 수 있는 함수까지 단계별로 친절히 알려드립니다. 너무 기초적이라 누구에게도 물어보기 민망했던 내용, ‘누구나 알지만 나만 몰랐던’ 엑셀의 기본기를 이 책에서 배울 수 있습니다.대학생부터 시니어 세대까지 누구나 이해할 수 있도록 쉽게 구성했으며, 재취업을 준비하는 분들에게도 큰 도움이 될 것입니다. 또한 IT 교육 크리에이터 ‘누나IT’의 영상 강의가 함께 제공되어 실습 과정을 한층 더 쉽게 따라 할 수 있습니다.엑셀이 어렵게만 느껴지셨다면, 《누구나 아는 나만 모르는 엑셀》과 함께 시작해보세요. 눈으로 술술 읽기만 해도 엑셀이 쉬워질 것입니다."
458,임종수의 STM32 Cortex-M 완벽 활용서 Vol.1,임종수,버무림,2024년 11월,38700,43000,10%,852,0,0.0,https://www.yes24.com/product/goods/139798378,"1차 초판을 출간하고, 2년 반이 넘어서 개정판을 출간하게 되었다. 처음 3권의 책을 시리즈로 출간할 계획이었고, 2024년 10월 Vol.2를 출간하였다. 이번 개정판에서는 초판과 비교하여 다음과 같은 내용이 추가되고 수정되었다. 주요 개발 도구인 KEIL Inc.의 MDKARM과 IAR Inc.의 Embedded Workbench에 대한 license 변동이 있어서 이들에 대한 내용을 수정하고 추가하였다. 전반적인 예제 코드들과 흐름은 그대로 유지하여 기존의 41개 동영상 강좌를 보며, 따라하고 실습하는데 문제가 없도록 하였다. 그러므로, 계속해서 Vol.1. 개정판을 학습하기 위해서는 기본적으로 SJ_MCUBook_M3 보드를 사용해야 하지만, Vol.1, Vol.2, 그리고 앞으로 출간될 Vol.3에서 공통으로 사용될 SJ_MCUBook_M4 보드를 사용할 것을 추천한다. 자세한 내용은 10.2. 단원을 참조하기 바란다. 몇몇 내용들을 수정 보완하였다(예를 들면, 14.3. 단원, Chapter 16. 등등)."
459,데이터시각화를 하는 가장 쉬운 방법 by 구글 루커 스튜디오,천영훈,디지털북스,2024년 12월,18000,20000,10%,798,2,8.0,https://www.yes24.com/product/goods/138964141,"국내 최초의 구글 루커 스튜디오 실전 활용서!
데이터 시각화 툴을 3개 PART로 마스터 하는 가장 쉬운 방법
GA4 데이터를 활용한 AARRR 분석까지!
데이터 시각화를 가장 쉽게 하는 방법!
디지털 마케팅이 고도화되면서 다양한 광고 툴과 광고 효과를 향상시키기 위한 방법들이 속속 등장하고 있다. Power BI, 태블로(Tableau) 등과 같은 다양한 데이터 시각화 툴이 있지만, 그 중 가장 쉽고 빠르게 습득할 수 있는 툴은 바로 구글 루커 스튜디오다. 마케팅 커뮤니티 ‘아이보스’에서 마케팅 강의를 진행하는 천영훈 저자의 『데이터시각화를 하는 가장 쉬운 방법 by 구글 루커 스튜디오』로 저자의 노하우와 구글 루커 스튜디오의 사용법을 3개의 파트로 구성하여, 사전 지식이 없는 초심자도 쉽게 습득할 수 있게 구성되어 있다.
각 파트별로 실습용 데이터를 제공하며, 파트마다 다른 데이터를 활용하여 구글 루커 스튜디오의 기능, 다양한 차트, 정확한 데이터를 가독성을 확보하며 효과적으로 전달하는 방법을 설명하고 있다. 또한 AARRR 분석을 통해, 기존 구글 애널리틱스 4를 활용하고 있는 마케터들도 구글 루커 스튜디오를 활용하여 구글 애널리틱스 4 데이터를 시각화 시키는 방법을 제시하고 있다."
460,디지털 일러스트 빛과 그림자 그리기 사전,"조우노세, 김재훈",한스미디어,2024년 11월,22500,25000,10%,546,3,10.0,https://www.yes24.com/product/goods/138931251,"조우노세 작가가 알려주는 광원 연출 노하우와 실전 테크닉
빛의 존재를 의식하고 실제로 빛을 받는 듯이 음영을 구축하는 테크닉을 '광원 연출(라이팅)'이라고 합니다. 열심히 신경 써서 음영을 넣었지만, 좀처럼 완성도가 올라가지 않아서 난감했던 적이 있을 것입니다. 대부분은 '광원 연출'의 지식과 원리를 모르고, 즉 '빛'의 존재를 무시한 채 '그림자'만을 형식적으로 그리기 때문입니다. 빛을 의식하고 자연히 생겨난 그림자를 한 세트라고 생각하고 그리는 것이 중요합니다.
이 책은 일러스트의 완성도를 높이는 데 아주 중요한 빛과 그림자의 기본부터, CLIP STUDIO PAINT PRO/EX를 사용한 광원 연출의 노하우까지 사전 형식으로 설명합니다. 광원 연출, 그리고 빛과 그림자가 자아내는 현상을 반영한 설득력 있는 작화 테크닉을 이 한 권으로 전부 알 수 있습니다.
〈Chapter 1 빛과 그림자의 기본〉에서는 빛과 그림자의 기본 원리에 대해서 간략하게 설명합니다.
〈Chapter 2 빛〉에서는 메인 라이트, 간접광, 빛의 강약 등 일러스트 표현으로 알아두면 좋은 빛의 종류와 성질을 설명합니다.
〈Chapter 3 음영〉에서는 그늘(셰이드)과 그림자(섀도우)의 차이를 알아보면서, 음영 넣는 방법을 설명합니다.
〈Chapter 4 광원 연출〉에서는 CLIP STUDIO PAINT를 사용한 채색의 구체적인 예를 보면서 어떤 순서로 어떻게 칠하면 원하는 빛과 그림자가 생기는지 설명합니다.
추가로 본문에서 사용한 CLIP STUDIO PAINT의 기능을 소개합니다. 구입 특전으로 제공되는 예제 CLIP 파일과 커스텀 브러시 데이터를 받을 수 있습니다."
461,데이터를 읽는 사람은 언제나 강하다,"노무라종합연구소 데이터사이언스랩, 전선영",머스트리드북,2024년 11월,15300,17000,10%,1056,15,9.1,https://www.yes24.com/product/goods/138550170,"“AI 시대를 살아가는 개인에게 데이터 해석 능력은 필수!”
***분석력이 좋아지고 사고가 깊어지는 데이터 사이언스 핵심 개념 지도
***노무라종합연구소 데이터 천재들의 영업 기밀
***AI가 밝히는 세상을 건너는 디지털 인류에게 필요한 새로운 교양
현대 생활에서 데이터가 차지하는 역할이 커지면서 데이터를 해석하고 활용하는 능력은 개인의 경쟁력이 되고 있다. 『데이터를 읽는 사람은 언제나 강하다』는 일본 최고 싱크탱크인 노무라종합연구소 데이터사이언스랩 연구원들이 인공지능(AI) 시대를 살아가는 개인에게 필요한 데이터 사이언스 핵심 개념을 세 페이지 분량의 간명한 설명과 직관적인 그래픽으로 풀어낸 책이다. “평균값과 중앙값은 무엇이 다를까?” “AI·머신러닝·딥러닝은 어떤 개념 관계일까?” “자연어 처리와 텍스트 마이닝은 어디에 활용할까?” 저자들은 이처럼 우리가 평소 자주 접하지만 어떻게 사용되는지 정확히 몰랐던 개념을 일목요연하게 펼쳐 보인다. 업무 역량을 키우고자 하는 기업 현장 실무자부터 이 분야를 처음 접하는 일반인까지 객관적이고 합리적인 사고를 원하는 모든 사람을 위한 데이터 사이언스 핵심 개념 지도가 될 것이다."
462,된다! 7일 실무 워드,이충욱,이지스퍼블리싱,2024년 11월,16200,18000,10%,1110,9,10.0,https://www.yes24.com/product/goods/136374348,"81개의 단계별 실습으로 꼭 필요한 기능만 배워 업무 시간을 확 줄이자!
17만 구독자 ‘짤막한 강좌’의 동영상 강의와 함께 고품격 워드 입문!
이 책은 워드를 처음 사용하는 분들도 쉽게 따라 할 수 있는 워드 기본서로, 실제 업무 현장에서 자주 쓰는 필수 기능을 엄선하여 81개의 실습으로 구성했다. 이 책을 완독하고 나면 스타일 기능을 활용해 단번에 서식을 통일할 수 있고, 표와 차트, 그림, 도형 등을 활용해 내용을 보강하는 자료도 손쉽게 만들어 문서의 완성도를 높일 수 있다. 또한 최신 버전에 추가된 AI 기능인 코파일럿 활용방법도 간단하게 배울 수 있다. 이 외에도 서식 복사 및 빠른 실행 도구 모음을 사용하거나 단어 간격을 일정하게 정렬하는 방법 등을 활용하면 5배는 빠르게 문서를 작성할 수 있다. 저자는 28년 간 쌓아온 강의 노하우와 유튜브 ‘짤막한 강좌’에서 받은 다양한 질문을 바탕으로 이 책을 집필했다. 실습을 하다가 막히는 부분이 없도록 자세하게 풀어내어 차근차근 따라 하다 보면 앞으로 처리해야 하는 어떤 문서도 막힘없이 해결할 수 있다. 또, 실습별로 동영상 강의를 함께 시청할 수 있어 저자의 소소한 노하우까지도 배워 갈 수 있다."
463,AI 영화 제작,"민지영, 문수민, 전은재, 앤미디어",길벗,2024년 11월,24300,27000,10%,2382,84,9.7,https://www.yes24.com/product/goods/136304038,"제작비 부담 No, 3일 만에 완성! 광고, 게임부터 3D 애니메이션까지
미드저니, 챗GPT, 루마 AI, 캡컷, 프리미어 프로 활용법 수록
AI 도구를 활용해 촬영 없이 영상을 만드는 방법은 지금 영상 제작 업계에서 빠르게 자리 잡고 있는 흐름이다. 기존의 영상 제작은 기획, 촬영, 편집 등 여러 과정을 거치면서 많은 인력과 장비가 필요했지만, AI 기술을 활용하면 이런 과정의 일부 또는 전부를 자동화해 시간과 비용을 크게 절감할 수 있다. 이 책은 누구나 간단하고 빠르게 광고, 게임 영상, 영상 복원, 다양한 영화 장르 등 다양한 영상 제작법을 소개한다. 또, 영상과 이미지 프롬프트 작성에 대한 전문적인 팁도 제공하여, 영상 제작자들이 쉽고 빠르게 원하는 콘텐츠를 제작할 수 있도록 돕는다."
464,규칙으로 배우는 임베디드 시스템: CPU 이론 및 펌웨어 개발 규칙,장선웅,북랩,2024년 10월,18000,20000,10%,1452,1,10.0,https://www.yes24.com/product/goods/135733382,"전기 / 전자시스템 개발 전문가 길잡이
베테랑 엔지니어의 전기/전자
임베디드 시스템 개발을 위한 확실한 로드맵!
""이 책을 읽는 가장 좋은 방법은 소설책 읽듯이 반복하여 읽어 기초 이론과
시스템 개발 규칙 간의 연관관계에 대해 이해하는 것입니다.""
CPU(Central Processing Unit)는 목표하는 동작을 수행하기 위해 명령을 읽고 해석하여 처리하는 중앙 처리 장치로 정의된다. 수동 소자, 능동 소자와 반도체 IC. 특히 플립플롭 같은 메모리 소자들을 모두 이용한 회로를 하나의 패키지에 집적하여 만들어진 IC가 CPU이며, 집적회로의 최고봉이라 할 수 있다. CPU의 사용은 하드웨어만으로 설계된 시스템에 비하여 소프트웨어만 변경함으로써 시스템의 구현 및 수정을 쉽게 할 수 있다는 최대의 장점으로 대부분의 전기/전자 시스템에 사용되므로 구조 및 동작에 대해 알아 두어야 한다. 특정 CPU를 지정하여 자세히 알아보는 것도 충분히 의미가 있겠지만, 여기서는 CPU의 일반적인 구성 요소들과 동작에 대해서 살펴봄으로써, 사용하게 될 CPU의 종류가 바뀌더라도 쉽게 접근할 수 있는 능력 배양을 목표로 한다."
465,이게 되네? 업무 자동화 미친 활용 앱스 스크립트 with 챗GPT,서휘승,골든래빗,2024년 11월,28800,32000,10%,2256,3,10.0,https://www.yes24.com/product/goods/135722461,"버튼 한 번 딸깍하면 3일 치 반복 업무 뚝딱!
혁신적인 업무 자동화를 원한다면
45가지 미친 자동화 예제 지금 만나보세요!
매일 반복하는 업무, 이제는 자동화로 해결하자! ‘자동화는 어렵고 코드는 복잡해...'라고 생각했는가? 걱정하지 말자! 이 책은 초보자도 쉽게 따라 할 수 있도록 실습를 하나하나 풀어 설명하며, 챗GPT와 함께 자동화를 구현하는 노하우도 알려준다. 자동화 경험이 없어도 챗GPT와 함께 컴퓨터에게 명령을 내리는 법을 배우고, 단순 반복 작업에서 벗어날 수 있다. 이 책과 함께라면 여러분의 업무 시간을 줄이고 남은 시간을 더 소중한 곳에 사용할 수 있을 것이다!"
466,하루 30분! 돈이 되는 네이버 블로그 with 챗GPT,조병옥(호모앤),한빛미디어,2024년 10월,16200,18000,10%,1986,75,9.5,https://www.yes24.com/product/goods/135441358,"원하는 일을 하며 자유롭게 돈을 버는 셀프 브랜딩&디지털 노마드 시대!
챗GPT와 함께 네이버 블로그로 여러분의 시간을 가치 있게 만들어보세요!
지금 받는 월급만으로는 만족할 수 없는 직장인, 취미로 블로그를 시작했지만 본격적인 수익화를 노리고 싶은 학생, 경력이 단절된 주부/육아맘, 부수입을 만들고 싶은 1인 사업자 등 누구나 쉽게 따라 할 수 있는 블로그 마케팅, 브랜딩 전략을 소개한다. 디지털 노마드, N잡러, 1인 기업가로 거듭나기 위한 현실적인 방법과 가이드를 제시하여, 경제적 어려움이나 시간의 제약에 얽매이지 않는 자유로운 삶을 살 수 있도록 도와준다. 누구나 쉽게 시작할 수 있는 안내와 가이드를 통해 네이버 블로그의 첫걸음을 내디뎌보자.
앞서가는 디지털 노마드와 N잡러가 되기 위해 챗GPT로 대표되는 생성형 AI 도구를 네이버 블로그에 활용해보자! 시간이 부족하고 항상 바쁜 직장인, 학생, 주부, 그리고 1인 다역으로 정신없는 자영업 사장님까지 생성형 AI 기술을 사용하여 콘텐츠 작성의 효율을 극대화할 수 있다. 글 실력이 부족하고, 글쓰기를 배울 시간이 없다고 기죽지 말자! 챗GPT, 클로드 등 생성형 AI를 통해 여러분이 초안으로 작성한 글을 보기 좋게 수정하고, 아이디어 제안을 통해 콘텐츠 작성 시간을 단축할 수도 있다. 블로그 운영, 자신만의 브랜드 구축에 도움이 되는 생성형 AI 활용 방법을 익혀보자!
검색 엔진 최적화(SEO)를 위해 반드시 알아야 하는 핵심 키워드 전략과 블로그의 검색 노출을 높이는 다양한 방법들을 다룬다. 다양한 온라인, 웹 서비스를 활용해 블로그 운영에 필수인 키워드 활용 방법을 확인해보자! 여기에 다양한 AI 기술, 도구를 활용하는 노하우도 상세히 소개한다. 블로그 초보자는 물론 이미 블로그를 운영했지만 성장이 더딘 분들도 큰 도움을 얻을 수 있다. 또한 부록 ‘책 속의 책’에서 블로그를 운영할 때 알아야 할 다양한 용어와 개념을 쉽게 이해할 수 있도록 설명한다."
467,규칙으로 배우는 임베디드 시스템: 기초 DSP와 제어 시스템,장선웅,북랩,2024년 10월,25200,28000,10%,1236,2,10.0,https://www.yes24.com/product/goods/135441079,"베테랑 엔지니어의 기초 DSP와
제어 시스템 개발을 위한 확실한 로드맵!
“이 책을 효과적으로 읽는 방법은 소설책 읽듯이 여러 번 반복해서 읽으면서
디지털 신호 처리(DSP)와 제어 시스템의 기본 개념이 어떻게
시스템 설계에 적용되는지 이해하는 것이다.”
이 책은 디지털 신호 처리(Digital Signal Processing, DSP)와 제어 시스템의 기초 개념과 이론을 경험 규칙과 함께 다루면서, 실제 설계 및 구현의 경험을 통해 독자들이 이론을 실제로 적용하고 응용할 수 있는 능력을 키우는 것을 목표로 한다. 제어 시스템은 로봇, 차량 안전 시스템, 발전기 제어 등 다양한 응용 분야에 활용되며, 전기, 전자, 컴퓨터 공학, 기계 등 여러 학문이 밀접하게 연관된 기술이다. 하드웨어의 연산 속도 향상으로 기존아날로그 시스템의 많은 영역이 디지털 시스템으로 대체되면서, DSP와 제어 시스템은 떼어놓을 수 없는 관계가 되었다. 이 책에서는 한 권의 책 안에 아날로그 및 디지털 시스템을 함께 다루어 디지털 필터와 제어 시스템에 대해 깊이 이해할 수 있도록 하였으며, 실제 제어 시스템 구현을 통해 독자가 이론을 현실에서 응용할 수 있는 능력을 갖추도록 구성하였다. 특히, 저자가 실무 경험을 통해 꼭 필요하다고 느낀 내용을 C 코드와 MATLAB/OCTAVE 코드로 예시를 들어 설명하여, 이론에 그치지 않고 실무에 바로 적용할 수 있는 실습 중심의 학습을 제공한다.
PID 제어기 설계 및 튜닝, 필터 설계 등 다양한 주제를 통해 기초부터 실제 활용까지 전 과정을 체계적으로 학습할 수 있도록 하였다. 이 책을 통해 DSP와 제어 시스템에 대한 이론적 이해뿐 아니라, 실제 응용 분야에서 능숙하게 활용할 수 있는 실무 역량을 키우길 바란다."
468,20가지 템플릿으로 배우는 노션 Notion,전시진,시프트,2024년 10월,18000,20000,10%,3330,370,9.7,https://www.yes24.com/product/goods/133337416,"노션을 제대로 배우고 싶다면 템플릿을 따라 만들어 보자!
노션은 메모, 프로젝트 관리, 자료 수집 등 다양한 용도로 활용할 수 있는 최고의 생산성 도구다. 하지만 노션을 처음 접하는 사용자는 흰 도화지 같은 노션 페이지에 막막함을 느끼고, 노션을 좀 써 본 사용자라도 주먹구구식으로 활용하는 경우가 많다. 진짜 노션 고수는 템플릿을 잘 활용한다. 복잡한 업무를 정해진 틀에 맞추면 업무 처리의 효율성을 높일 수 있기 때문이다.
『20가지 템플릿으로 배우는 노션 Notion』은 노션의 기본 기능부터 고급 기능까지 단계별로 템플릿을 직접 만들어 볼 수 있도록 구성하여 노션을 처음 써보는 입문자나 노션 페이지를 워드 문서처럼 텍스트만 입력해서 사용하는 사람들까지 모두를 위한 완벽한 가이드이다. 기본 블록만으로 만들 수 있는 포트폴리오, 데이터베이스를 이용한 회의록, 관계형 기능과 롤업 기능을 이용한 프로젝트 관리, 노션의 최고 난도라고 할 수 있는 수식을 이용한 디지털 가계부까지 실생활과 업무에서 꼭 필요할 만한 템플릿을 직접 만들어 보자. 총 20가지 템플릿을 마스터한다면 나에게 꼭 맞는 템플릿을 직접 구성해서 만드는 수준에 이르게 될 것이다."
469,그림과 실습으로 배우는 깃 & 깃허브 입문,한재원,위키북스,2024년 09월,24300,27000,10%,804,5,10.0,https://www.yes24.com/product/goods/133290567,"Git, GitHub 입문. 이 책 한 권으로 끝낼 수 있습니다!
Git을 처음 마주하면 대부분 당황한다. 저자 또한 비슷한 경험이 있고, Git을 학습하는 과정에서 원리를 알고 접근하면 굉장히 쉽고 간단하게 Git을 다룰 수 있다는 사실을 깨달았다. 이 책은 입문자의 눈높이에 맞춰 최대한 쉽게 설명하고자 비유와 그림을 통해 Git과 GitHub를 설명한다. Git과 GitHub에 입문한다면 이 책만으로 개념과 원리를 충분히 파악할 수 있을 것이다."
470,원큐패스 나는야 엔트리 게임 개발자,"이영호, 최홍송",다락원,2024년 09월,15300,17000,10%,1188,46,10.0,https://www.yes24.com/product/goods/133199781,"엔트리의 기초부터 게임 작품 제작까지
코딩도 하고 게임도 하는 엔트리 입문서
아이들 코딩 공부, 엔트리와 함께 성장한 저자들이 직접 만들고 설명하는 ‘게임 작품’으로 코딩 공부 즐겁게 시작해 보자. 단원별 개념 설명이 끝나면 학습한 블록으로 하나의 게임 작품을 만들 수 있도록 설계되었다. 직접 만든 게임 작품을 바로바로 확인하며 흥미를 가지고 즐겁게 학습할 수 있다. 책에서 제시하는 STEP을 차근차근 따라 하면 작품이 뚝딱 만들어지고 자연스럽게 블록 코딩을 학습할 수 있다. 만든 작품에 더 다양한 효과를 더할 수 있도록 스스로 질문을 던지고 저자 직강 유튜브를 보면서 함께 학습할 수 있다. 엔트리 기본 블록부터 좌표, 변수 등 수학 개념을 학습하는 것은 물론, 효과음이나 특수 효과를 추가하는 등 이 한 권으로 기본부터 응용까지 엔트리를 다양하게 활용할 수 있다. 함께 학습하는 친구들과 소통하고 저자에게 직접 묻고 답할 수도 있는 밴드 서비스도 제공한다."
471,NEW 우당탕탕 한글 2020/2022로 문서만들기,교재개발팀,마린북스,2024년 08월,12600,14000,10%,2568,1,10.0,https://www.yes24.com/product/goods/132412221,"한글을 처음 접하는 학생들이 재미있는 예제로 쉽게 배우는 한글 교재이다. 이 책은 쉽게 따라할 수 있고 재미있게 학습할 수 있는 예제로 구성하였으며, 각 차시별로 혼자서 직접 만들 수 있는 예제를 통해 실력을 키울 수 있다. 또한 액티비티를 제공하여 실생활에 활용할 수 있다."
